model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,cert_region
MERCEDES-BENZ GL450 4Matic,4.6,(8 cyl),Auto-L7,4WD,Gasoline,SUV,6,13,18,15,3,no,FA
MERCEDES-BENZ GL550 4Matic,5.5,(8 cyl),Auto-L7,4WD,Gasoline,SUV,7,13,17,14,2,no,CA
MERCEDES-BENZ GL550 4Matic,5.5,(8 cyl),Auto-L7,4WD,Gasoline,SUV,6,13,17,14,2,no,FA
MERCEDES-BENZ ML320 CDI 4Matic,3.0,(6 cyl),Auto-L7,4WD,diesel,SUV,1,18,24,21,5,no,FA
MERCEDES-BENZ ML350 4Matic,3.5,(6 cyl),Auto-L7,4WD,Gasoline,SUV,7,15,20,17,4,no,CA
MERCEDES-BENZ ML350 4Matic,3.5,(6 cyl),Auto-L7,4WD,Gasoline,SUV,6,15,20,17,4,no,FA
MERCEDES-BENZ ML550 4Matic,5.5,(8 cyl),Auto-L7,4WD,Gasoline,SUV,7,13,18,15,3,no,CA
MERCEDES-BENZ ML550 4Matic,5.5,(8 cyl),Auto-L7,4WD,Gasoline,SUV,6,13,18,15,3,no,FA
MERCEDES-BENZ Maybach 57,5.5,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,no,FA
MERCEDES-BENZ Maybach 57,5.5,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,no,CA
MERCEDES-BENZ Maybach 57S,6.0,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,no,FA
MERCEDES-BENZ Maybach 57S,6.0,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,no,CA
MERCEDES-BENZ Maybach 62,5.5,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,no,FA
MERCEDES-BENZ Maybach 62,5.5,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,no,CA
MERCEDES-BENZ Maybach 62S,6.0,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,no,FA
MERCEDES-BENZ Maybach 62S,6.0,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,no,CA
MERCEDES-BENZ R320 CDI 4Matic,3.0,(6 cyl),Auto-L7,4WD,diesel,SUV,1,18,24,21,5,no,FA
MERCEDES-BENZ R350,3.5,(6 cyl),Auto-L7,2WD,Gasoline,SUV,7,15,20,17,4,no,CA
MERCEDES-BENZ R350,3.5,(6 cyl),Auto-L7,2WD,Gasoline,SUV,6,15,20,17,4,no,FA
MERCEDES-BENZ R350 4Matic,3.5,(6 cyl),Auto-L7,4WD,Gasoline,SUV,7,15,19,16,4,no,CA
MERCEDES-BENZ R350 4Matic,3.5,(6 cyl),Auto-L7,4WD,Gasoline,SUV,6,15,19,16,4,no,FA
MERCEDES-BENZ S550,5.5,(8 cyl),Auto-L7,2WD,Gasoline,large car,7,14,21,16,4,no,CA
MERCEDES-BENZ S550,5.5,(8 cyl),Auto-L7,2WD,Gasoline,large car,6,14,21,16,4,no,FA
MERCEDES-BENZ S550 4Matic,5.5,(8 cyl),Auto-L7,4WD,Gasoline,large car,7,14,20,16,4,no,CA
MERCEDES-BENZ S550 4Matic,5.5,(8 cyl),Auto-L7,4WD,Gasoline,large car,6,14,20,16,4,no,FA
MERCEDES-BENZ S600,5.5,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,11,17,13,1,no,FA
MERCEDES-BENZ S600,5.5,(12 cyl),Auto-L5,2WD,Gasoline,large car,6,11,17,13,1,no,CA
MERCEDES-BENZ S63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,large car,6,11,17,13,1,no,FA
MERCEDES-BENZ S63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,large car,6,11,17,13,1,no,CA
MERCEDES-BENZ S65 AMG,6.0,(12 cyl),Auto-S5,2WD,Gasoline,large car,6,11,17,13,1,no,FA
MERCEDES-BENZ S65 AMG,6.0,(12 cyl),Auto-S5,2WD,Gasoline,large car,6,11,17,13,1,no,CA
MERCEDES-BENZ SL55 AMG,5.4,(8 cyl),Auto-S5,2WD,Gasoline,small car,6,12,17,14,2,no,FA
MERCEDES-BENZ SL55 AMG,5.4,(8 cyl),Auto-S5,2WD,Gasoline,small car,6,12,17,14,2,no,CA
MERCEDES-BENZ SL550,5.5,(8 cyl),Auto-L7,2WD,Gasoline,small car,7,14,21,16,4,no,CA
MERCEDES-BENZ SL550,5.5,(8 cyl),Auto-L7,2WD,Gasoline,small car,6,14,21,16,4,no,FA
MERCEDES-BENZ SL600,5.5,(12 cyl),Auto-L5,2WD,Gasoline,small car,6,11,18,14,2,no,FA
MERCEDES-BENZ SL600,5.5,(12 cyl),Auto-L5,2WD,Gasoline,small car,6,11,18,14,2,no,CA
MERCEDES-BENZ SL65 AMG,6.0,(12 cyl),Auto-S5,2WD,Gasoline,small car,6,11,18,14,2,no,FA
MERCEDES-BENZ SL65 AMG,6.0,(12 cyl),Auto-S5,2WD,Gasoline,small car,6,11,18,14,2,no,CA
MERCEDES-BENZ SLK280,3.0,(6 cyl),Man-6,2WD,Gasoline,small car,7,17,25,20,6,yes,FC
MERCEDES-BENZ SLK280,3.0,(6 cyl),Auto-L7,2WD,Gasoline,small car,7,18,24,20,6,yes,FC
MERCEDES-BENZ SLK350,3.5,(6 cyl),Man-6,2WD,Gasoline,small car,7,16,23,19,5,no,FC
MERCEDES-BENZ SLK350,3.5,(6 cyl),Auto-L7,2WD,Gasoline,small car,7,17,23,19,5,no,FC
MERCEDES-BENZ SLK55 AMG,5.4,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,14,20,16,4,no,FA
MERCEDES-BENZ SLK55 AMG,5.4,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,14,20,16,4,no,CA
MERCEDES-BENZ SLR,5.4,(8 cyl),Auto-S5,2WD,Gasoline,small car,6,12,16,13,1,no,FA
MERCEDES-BENZ SLR,5.4,(8 cyl),Auto-S5,2WD,Gasoline,small car,6,12,16,13,1,no,CA
MERCURY Grand Marquis FFV,4.6,(8 cyl),Auto-L4,2WD,ethanol/gas,large car,6/6,11/15,16/23,13/18,6/5,no,FC
MERCURY Mariner,2.3,(4 cyl),Auto-L4,2WD,Gasoline,SUV,6,20,26,22,6,no,FA
MERCURY Mariner,2.3,(4 cyl),Auto-L4,4WD,Gasoline,SUV,6,19,24,21,6,no,FA
MERCURY Mariner,2.3,(4 cyl),Auto-L4,2WD,Gasoline,SUV,6,20,26,22,6,no,CA
MERCURY Mariner,2.3,(4 cyl),Auto-L4,4WD,Gasoline,SUV,6,19,24,21,6,no,CA
MERCURY Mariner,3.0,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,no,FA
MERCURY Mariner,3.0,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,17,22,19,5,no,FA
MERCURY Mariner,3.0,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,no,CA
MERCURY Mariner,3.0,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,17,22,19,5,no,CA
MERCURY Mariner Hybrid,2.3,(4 cyl),Auto-AV,2WD,Gasoline,SUV,9.5,34,30,32,9,yes,CA
MERCURY Mariner Hybrid,2.3,(4 cyl),Auto-AV,4WD,Gasoline,SUV,9.5,29,27,28,8,yes,CA
MERCURY Mariner Hybrid,2.3,(4 cyl),Auto-AV,2WD,Gasoline,SUV,8,34,30,32,9,yes,FA
MERCURY Mariner Hybrid,2.3,(4 cyl),Auto-AV,4WD,Gasoline,SUV,8,29,27,28,8,yes,FA
MERCURY Milan,2.3,(4 cyl),Auto-L5,2WD,Gasoline,midsize car,9.5,20,28,23,7,yes,CA
MERCURY Milan,3.0,(6 cyl),Auto-L6,4WD,Gasoline,midsize car,7,17,25,20,6,yes,CA
MERCURY Milan,3.0,(6 cyl),Auto-L6,2WD,Gasoline,midsize car,7,18,26,21,6,yes,CA
MERCURY Milan,2.3,(4 cyl),Auto-L5,2WD,Gasoline,midsize car,6,20,28,23,7,yes,FA
MERCURY Milan,2.3,(4 cyl),Man-5,2WD,Gasoline,midsize car,6,20,29,23,7,yes,FA
MERCURY Milan,3.0,(6 cyl),Auto-L6,4WD,Gasoline,midsize car,6,17,25,20,6,no,FA
MERCURY Milan,3.0,(6 cyl),Auto-L6,2WD,Gasoline,midsize car,6,18,26,21,6,no,FA
MERCURY Mountaineer,4.0,(6 cyl),Auto-L5,2WD,Gasoline,SUV,7,14,20,16,4,no,FA
MERCURY Mountaineer,4.0,(6 cyl),Auto-L5,4WD,Gasoline,SUV,7,13,19,15,3,no,FA
MERCURY Mountaineer,4.0,(6 cyl),Auto-L5,2WD,Gasoline,SUV,7,14,20,16,4,no,CA
MERCURY Mountaineer,4.0,(6 cyl),Auto-L5,4WD,Gasoline,SUV,7,13,19,15,3,no,CA
MERCURY Mountaineer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,SUV,7,13,20,16,4,no,CA
MERCURY Mountaineer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,SUV,7,13,20,16,4,no,CA
MERCURY Mountaineer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,SUV,7,13,19,15,3,no,CA
MERCURY Mountaineer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,SUV,7,13,19,15,3,no,CA
MERCURY Mountaineer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,SUV,6,13,20,16,4,no,FA
MERCURY Mountaineer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,SUV,6,13,19,15,3,no,FA
MERCURY Sable,3.5,(6 cyl),Auto-L6,4WD,Gasoline,large car,9.5,17,24,19,5,no,CA
MERCURY Sable,3.5,(6 cyl),Auto-L6,2WD,Gasoline,large car,9.5,18,28,22,6,yes,CA
MERCURY Sable,3.5,(6 cyl),Auto-L6,4WD,Gasoline,large car,6,17,24,19,5,no,FA
MERCURY Sable,3.5,(6 cyl),Auto-L6,2WD,Gasoline,large car,6,18,28,22,6,no,FA
MINI Mini Cooper Convertible,1.6,(4 cyl),Auto-AV,2WD,Gasoline,small car,6,25,33,28,8,yes,FA
MINI Mini Cooper Convertible,1.6,(4 cyl),Man-5,2WD,Gasoline,small car,6,26,35,29,8,yes,FA
MINI Mini Cooper Convertible,1.6,(4 cyl),Auto-AV,2WD,Gasoline,small car,6,25,33,28,8,yes,CA
MINI Mini Cooper Convertible,1.6,(4 cyl),Man-5,2WD,Gasoline,small car,6,26,35,29,8,yes,CA
MINI Mini Cooper S Convertible,1.6,(4 cyl),Auto-S6,2WD,Gasoline,small car,6,22,31,26,8,yes,FA
MINI Mini Cooper S Convertible,1.6,(4 cyl),Man-6,2WD,Gasoline,small car,6,24,31,27,8,yes,FA
MINI Mini Cooper S Convertible,1.6,(4 cyl),Auto-S6,2WD,Gasoline,small car,6,22,31,26,8,yes,CA
MINI Mini Cooper S Convertible,1.6,(4 cyl),Man-6,2WD,Gasoline,small car,6,24,31,27,8,yes,CA
MITSUBISHI Eclipse,2.4,(4 cyl),Auto-S4,2WD,Gasoline,small car,7,20,26,22,6,yes,CA
MITSUBISHI Eclipse,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes,CA
MITSUBISHI Eclipse,2.4,(4 cyl),Auto-S4,2WD,Gasoline,small car,6,20,26,22,6,no,FA
MITSUBISHI Eclipse,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,20,28,23,7,yes,FA
MITSUBISHI Eclipse,3.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,25,19,5,no,FA
MITSUBISHI Eclipse,3.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,25,19,5,no,FA
MITSUBISHI Eclipse,3.8,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,17,25,20,6,no,FA
MITSUBISHI Eclipse,3.8,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,17,25,20,6,no,FA
MITSUBISHI Eclipse,3.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,25,19,5,no,CA
MITSUBISHI Eclipse,3.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,25,19,5,no,CA
MITSUBISHI Eclipse,3.8,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,17,25,20,6,no,CA
MITSUBISHI Eclipse,3.8,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,17,25,20,6,no,CA
MITSUBISHI Eclipse Spyder,2.4,(4 cyl),Auto-S4,2WD,Gasoline,small car,7,19,26,22,6,yes,CA
MITSUBISHI Eclipse Spyder,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,7,19,26,22,6,yes,CA
MITSUBISHI Eclipse Spyder,2.4,(4 cyl),Auto-S4,2WD,Gasoline,small car,6,19,26,22,6,no,FA
MITSUBISHI Eclipse Spyder,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,19,26,22,6,no,FA
MITSUBISHI Eclipse Spyder,3.8,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,16,24,19,5,no,FA
MITSUBISHI Eclipse Spyder,3.8,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,16,24,19,5,no,FA
MITSUBISHI Eclipse Spyder,3.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,25,19,5,no,FA
MITSUBISHI Eclipse Spyder,3.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,25,19,5,no,FA
MITSUBISHI Eclipse Spyder,3.8,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,16,24,19,5,no,CA
MITSUBISHI Eclipse Spyder,3.8,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,16,24,19,5,no,CA
MITSUBISHI Eclipse Spyder,3.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,25,19,5,no,CA
MITSUBISHI Eclipse Spyder,3.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,25,19,5,no,CA
MITSUBISHI Endeavor,3.8,(6 cyl),Auto-S4,2WD,Gasoline,SUV,6,15,22,18,5,no,FA
MITSUBISHI Endeavor,3.8,(6 cyl),Auto-S4,4WD,Gasoline,SUV,6,15,19,17,4,no,FA
MITSUBISHI Endeavor,3.8,(6 cyl),Auto-S4,2WD,Gasoline,SUV,6,15,22,18,5,no,CA
MITSUBISHI Endeavor,3.8,(6 cyl),Auto-S4,4WD,Gasoline,SUV,6,15,19,17,4,no,CA
MITSUBISHI Galant,2.4,(4 cyl),Auto-S4,2WD,Gasoline,midsize car,9.5,20,27,23,7,yes,CA
MITSUBISHI Galant,2.4,(4 cyl),Auto-S4,2WD,Gasoline,midsize car,6,20,27,23,7,yes,FA
MITSUBISHI Galant,3.8,(6 cyl),Auto-S5,2WD,Gasoline,midsize car,6,17,25,20,6,no,FA
MITSUBISHI Galant,3.8,(6 cyl),Auto-S5,2WD,Gasoline,midsize car,6,17,25,20,6,no,FA
MITSUBISHI Galant,3.8,(6 cyl),Auto-S5,2WD,Gasoline,midsize car,6,17,25,20,6,no,CA
MITSUBISHI Galant,3.8,(6 cyl),Auto-S5,2WD,Gasoline,midsize car,6,17,25,20,6,no,CA
MITSUBISHI Lancer,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,9.5,21,29,24,7,yes,CA
MITSUBISHI Lancer,2.0,(4 cyl),Auto-AV,2WD,Gasoline,small car,9.5,22,29,24,7,yes,CA
MITSUBISHI Lancer,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,6,21,29,24,7,yes,FA
MITSUBISHI Lancer,2.0,(4 cyl),Auto-AV,2WD,Gasoline,small car,6,22,29,24,7,yes,FA
MITSUBISHI Outlander,3.0,(6 cyl),Auto-S6,2WD,Gasoline,SUV,9.5,17,25,20,6,yes,CA
MITSUBISHI Outlander,3.0,(6 cyl),Auto-S6,4WD,Gasoline,SUV,9.5,17,24,20,6,yes,CA
MITSUBISHI Outlander,2.4,(4 cyl),Auto-AV,2WD,Gasoline,SUV,6,20,25,22,6,no,FA
MITSUBISHI Outlander,2.4,(4 cyl),Auto-AV,4WD,Gasoline,SUV,6,20,25,22,6,no,FA
MITSUBISHI Outlander,2.4,(4 cyl),Auto-AV,2WD,Gasoline,SUV,6,20,25,22,6,no,CA
MITSUBISHI Outlander,2.4,(4 cyl),Auto-AV,4WD,Gasoline,SUV,6,20,25,22,6,no,CA
MITSUBISHI Outlander,3.0,(6 cyl),Auto-S6,2WD,Gasoline,SUV,6,17,25,20,6,no,FA
MITSUBISHI Outlander,3.0,(6 cyl),Auto-S6,4WD,Gasoline,SUV,6,17,24,20,6,no,FA
MITSUBISHI Raider,3.7,(6 cyl),Auto-L4,2WD,Gasoline,pickup,7,15,20,17,4,no,CA
MITSUBISHI Raider,3.7,(6 cyl),Auto-L4,4WD,Gasoline,pickup,7,14,18,15,3,no,CA
MITSUBISHI Raider,4.7,(8 cyl),Auto-L5,2WD,Gasoline,pickup,7,14,19,15,3,no,CA
MITSUBISHI Raider,4.7,(8 cyl),Auto-L5,4WD,Gasoline,pickup,7,14,19,15,3,no,CA
MITSUBISHI Raider,3.7,(6 cyl),Auto-L4,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
MITSUBISHI Raider,3.7,(6 cyl),Man-6,2WD,Gasoline,pickup,6,16,20,18,5,no,FA
MITSUBISHI Raider,3.7,(6 cyl),Auto-L4,4WD,Gasoline,pickup,6,14,18,15,3,no,FA
MITSUBISHI Raider,3.7,(6 cyl),Auto-L4,2WD,Gasoline,pickup,6,15,20,17,4,no,CA
MITSUBISHI Raider,3.7,(6 cyl),Man-6,2WD,Gasoline,pickup,6,16,20,18,5,no,CA
MITSUBISHI Raider,3.7,(6 cyl),Auto-L4,4WD,Gasoline,pickup,6,14,18,15,3,no,CA
MITSUBISHI Raider,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,pickup,3/3,9/14,12/19,10/15,4/3,no,FA
MITSUBISHI Raider,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,pickup,3/3,9/14,12/19,10/15,4/3,no,FA
NISSAN 350Z,3.5,(6 cyl),Auto-S5,2WD,Gasoline,small car,7,17,24,20,6,yes,CA
NISSAN 350Z,3.5,(6 cyl),Man-6,2WD,Gasoline,small car,7,18,25,20,6,yes,CA
NISSAN 350Z,3.5,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,17,24,20,6,no,FA
NISSAN 350Z,3.5,(6 cyl),Man-6,2WD,Gasoline,small car,6,18,25,20,6,no,FA
NISSAN 350Z Roadster,3.5,(6 cyl),Auto-S5,2WD,Gasoline,small car,7,17,23,19,5,no,CA
NISSAN 350Z Roadster,3.5,(6 cyl),Man-6,2WD,Gasoline,small car,7,17,24,20,6,yes,CA
NISSAN 350Z Roadster,3.5,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,17,23,19,5,no,FA
NISSAN 350Z Roadster,3.5,(6 cyl),Man-6,2WD,Gasoline,small car,6,17,24,20,6,no,FA
NISSAN Altima,2.5,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,9.5,23,31,26,8,yes,CA
NISSAN Altima,2.5,(4 cyl),Man-6,2WD,Gasoline,midsize car,9.5,23,32,26,8,yes,CA
NISSAN Altima,2.5,(4 cyl),Auto-AV,2WD,Gasoline,small car,9.5,23,31,26,8,yes,CA
NISSAN Altima,2.5,(4 cyl),Man-6,2WD,Gasoline,small car,9.5,23,32,26,8,yes,CA
NISSAN Altima,3.5,(6 cyl),Auto-AV,2WD,Gasoline,midsize car,7,19,26,22,6,yes,CA
NISSAN Altima,3.5,(6 cyl),Man-6,2WD,Gasoline,midsize car,7,19,27,22,6,yes,CA
NISSAN Altima,3.5,(6 cyl),Auto-AV,2WD,Gasoline,small car,7,19,26,22,6,yes,CA
NISSAN Altima,3.5,(6 cyl),Man-6,2WD,Gasoline,small car,7,19,27,22,6,yes,CA
NISSAN Altima,2.5,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,6,23,31,26,8,yes,FA
NISSAN Altima,2.5,(4 cyl),Man-6,2WD,Gasoline,midsize car,6,23,32,26,8,yes,FA
NISSAN Altima,2.5,(4 cyl),Auto-AV,2WD,Gasoline,small car,6,23,31,26,8,yes,FA
NISSAN Altima,2.5,(4 cyl),Man-6,2WD,Gasoline,small car,6,23,32,26,8,yes,FA
NISSAN Altima,2.5,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,6,23,31,26,8,yes,CA
NISSAN Altima,2.5,(4 cyl),Man-6,2WD,Gasoline,midsize car,6,23,32,26,8,yes,CA
NISSAN Altima,2.5,(4 cyl),Auto-AV,2WD,Gasoline,small car,6,23,31,26,8,yes,CA
NISSAN Altima,2.5,(4 cyl),Man-6,2WD,Gasoline,small car,6,23,32,26,8,yes,CA
NISSAN Altima,3.5,(6 cyl),Auto-AV,2WD,Gasoline,midsize car,6,19,26,22,6,no,FA
NISSAN Altima,3.5,(6 cyl),Man-6,2WD,Gasoline,midsize car,6,19,27,22,6,no,FA
NISSAN Altima,3.5,(6 cyl),Auto-AV,2WD,Gasoline,small car,6,19,26,22,6,no,FA
NISSAN Altima,3.5,(6 cyl),Man-6,2WD,Gasoline,small car,6,19,27,22,6,no,FA
NISSAN Altima Hybrid,2.5,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,9.5,35,33,34,9,yes,CA
NISSAN Armada,5.6,(8 cyl),Auto-L5,2WD,ethanol/gas,SUV,6/6,9/12,13/18,10/14,4/2,no,FA
NISSAN Armada,5.6,(8 cyl),Auto-L5,4WD,ethanol/gas,SUV,6/6,9/12,13/17,10/14,4/2,no,FA
NISSAN Armada,5.6,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,12,18,14,2,no,FA
NISSAN Armada,5.6,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,12,17,14,2,no,FA
NISSAN Armada,5.6,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,12,18,14,2,no,CA
NISSAN Armada,5.6,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,12,17,14,2,no,CA
NISSAN Frontier,2.5,(4 cyl),Auto-L5,2WD,Gasoline,pickup,7,17,22,19,5,no,CA
NISSAN Frontier,2.5,(4 cyl),Man-5,2WD,Gasoline,pickup,7,19,23,21,6,yes,CA
NISSAN Frontier,4.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,7,15,20,17,4,no,CA
NISSAN Frontier,4.0,(6 cyl),Man-6,2WD,Gasoline,pickup,7,16,20,17,4,no,CA
NISSAN Frontier,4.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,7,14,19,16,4,no,CA
NISSAN Frontier,4.0,(6 cyl),Man-6,4WD,Gasoline,pickup,7,15,19,17,4,no,CA
NISSAN Frontier,2.5,(4 cyl),Auto-L5,2WD,Gasoline,pickup,6,17,22,19,5,no,FA
NISSAN Frontier,2.5,(4 cyl),Man-5,2WD,Gasoline,pickup,6,19,23,21,6,no,FA
NISSAN Frontier,4.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
NISSAN Frontier,4.0,(6 cyl),Man-6,2WD,Gasoline,pickup,6,16,20,17,4,no,FA
NISSAN Frontier,4.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,6,14,19,16,4,no,FA
NISSAN Frontier,4.0,(6 cyl),Man-6,4WD,Gasoline,pickup,6,15,19,17,4,no,FA
NISSAN Maxima,3.5,(6 cyl),Auto-AV,2WD,Gasoline,midsize car,7,19,25,21,6,yes,CA
NISSAN Maxima,3.5,(6 cyl),Auto-AV,2WD,Gasoline,midsize car,6,19,25,21,6,no,FA
NISSAN Pathfinder,4.0,(6 cyl),Auto-L5,2WD,Gasoline,SUV,7,15,22,17,4,no,CA
NISSAN Pathfinder,4.0,(6 cyl),Auto-L5,4WD,Gasoline,SUV,7,14,20,16,4,no,CA
NISSAN Pathfinder,4.0,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,15,22,17,4,no,FA
NISSAN Pathfinder,4.0,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,14,20,16,4,no,FA
NISSAN Pathfinder,5.6,(8 cyl),Auto-S5,2WD,Gasoline,SUV,6,13,18,15,3,no,FA
NISSAN Pathfinder,5.6,(8 cyl),Auto-S5,4WD,Gasoline,SUV,6,12,18,14,2,no,FA
NISSAN Pathfinder,5.6,(8 cyl),Auto-S5,2WD,Gasoline,SUV,6,13,18,15,3,no,CA
NISSAN Pathfinder,5.6,(8 cyl),Auto-S5,4WD,Gasoline,SUV,6,12,18,14,2,no,CA
NISSAN Quest,3.5,(6 cyl),Auto-L5,2WD,Gasoline,minivan,7,16,24,19,5,no,CA
NISSAN Quest,3.5,(6 cyl),Auto-L5,2WD,Gasoline,minivan,6,16,24,19,5,no,FA
NISSAN Rogue,2.5,(4 cyl),Auto-AV,2WD,Gasoline,SUV,9,22,27,24,7,yes,CA
NISSAN Rogue,2.5,(4 cyl),Auto-AV,4WD,Gasoline,SUV,9,21,26,23,7,yes,CA
NISSAN Rogue,2.5,(4 cyl),Auto-AV,2WD,Gasoline,SUV,6,22,27,24,7,yes,FA
NISSAN Rogue,2.5,(4 cyl),Auto-AV,4WD,Gasoline,SUV,6,21,26,23,7,yes,FA
NISSAN Rogue,2.5,(4 cyl),Auto-AV,2WD,Gasoline,SUV,6,22,27,24,7,yes,CA
NISSAN Rogue,2.5,(4 cyl),Auto-AV,4WD,Gasoline,SUV,6,21,26,23,7,yes,CA
NISSAN Sentra,2.0,(4 cyl),Man-6,2WD,Gasoline,midsize car,7,24,31,27,8,yes,CA
NISSAN Sentra,2.0,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,7,25,33,28,8,yes,CA
NISSAN Sentra,2.0,(4 cyl),Man-6,2WD,Gasoline,midsize car,6,24,31,27,8,yes,FA
NISSAN Sentra,2.0,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,6,25,33,28,8,yes,FA
NISSAN Sentra,2.5,(4 cyl),Man-6,2WD,Gasoline,midsize car,6,21,29,24,7,yes,FA
NISSAN Sentra,2.5,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,6,24,30,26,8,yes,FA
NISSAN Sentra,2.5,(4 cyl),Man-6,2WD,Gasoline,midsize car,6,21,29,24,7,yes,CA
NISSAN Sentra,2.5,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,6,24,30,26,8,yes,CA
NISSAN Titan,5.6,(8 cyl),Auto-L5,2WD,ethanol/gas,pickup,6/6,9/12,13/17,10/14,4/2,no,FA
NISSAN Titan,5.6,(8 cyl),Auto-L5,4WD,ethanol/gas,pickup,6/6,9/12,12/17,10/14,4/2,no,FA
NISSAN Titan,5.6,(8 cyl),Auto-L5,2WD,Gasoline,pickup,6,12,17,14,2,no,FA
NISSAN Titan,5.6,(8 cyl),Auto-L5,4WD,Gasoline,pickup,6,12,17,14,2,no,FA
NISSAN Titan,5.6,(8 cyl),Auto-L5,2WD,Gasoline,pickup,6,12,17,14,2,no,CA
NISSAN Titan,5.6,(8 cyl),Auto-L5,4WD,Gasoline,pickup,6,12,17,14,2,no,CA
NISSAN Versa,1.8,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,7,24,32,27,8,yes,CA
NISSAN Versa,1.8,(4 cyl),Man-6,2WD,Gasoline,midsize car,7,26,31,28,8,yes,CA
NISSAN Versa,1.8,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,7,27,33,29,8,yes,CA
NISSAN Versa,1.8,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,6,24,32,27,8,yes,FA
NISSAN Versa,1.8,(4 cyl),Man-6,2WD,Gasoline,midsize car,6,26,31,28,8,yes,FA
